player,team,pk_blocks,pk_takeaways,pk_giveaways,pk_hits,pk_faceoff_wins,pk_faceoff_losses,pk_penalties_taken,pk_faceoff_pct,season
Brad Hunt,VAN,1,1,0,0,0,0,0,,20212022
Juho Lammikko,VAN,0,0,0,0,1,1,0,50.0,20212022
Lukas Reichel,CHI,0,0,0,0,0,1,0,0.0,20212022
Drake Batherson,OTT,0,0,1,0,0,1,0,0.0,20212022
Hampus Lindholm,ANA,1,0,1,1,0,0,0,,20212022
Pierre-Edouard Bellemare,TBL,0,0,0,0,1,1,0,50.0,20212022
Austin Poganski,WPG,0,0,0,0,0,0,1,,20212022
Derek Stepan,CAR,0,0,0,0,0,2,0,0.0,20212022
Mattias Janmark,VGK,0,0,1,0,0,0,0,,20212022
Oskar Steen,BOS,0,0,0,0,0,0,1,,20212022
Andrew Ladd,ARI,1,0,1,1,0,0,0,,20212022
Antoine Roussel,ARI,0,0,0,0,0,0,1,,20212022
Phil Kessel,ARI,0,1,0,0,0,0,0,,20212022
Riley Nash,ARI,0,0,0,0,1,0,0,100.0,20212022
Anders Bjork,BUF,0,0,0,0,0,0,1,,20212022
Brent Burns,SJS,3,0,2,0,0,0,0,,20212022
Steven Fogarty,BOS,0,0,0,0,0,1,0,0.0,20212022
John Klingberg,DAL,0,2,2,0,0,0,0,,20212022
Logan O'Connor,COL,0,0,0,0,0,0,1,,20212022
Riley Sheahan,SEA,0,0,0,0,0,2,0,0.0,20212022
Vince Dunn,SEA,0,1,0,1,0,0,1,,20212022
Nolan Patrick,VGK,0,0,0,0,2,2,0,50.0,20212022
Evgenii Dadonov,VGK,0,0,1,0,0,0,0,,20212022
Max Domi,CBJ,0,0,0,0,0,0,1,,20212022
Egor Chinakhov,CBJ,0,1,0,1,0,0,0,,20212022
Justin Danforth,CBJ,0,0,0,0,1,0,0,100.0,20212022
Sean Kuraly,CBJ,0,0,0,0,1,5,1,16.666666666666664,20212022
Trevor Moore,LAK,1,0,0,1,0,0,0,,20212022
Ryan Merkley,SJS,0,0,1,0,0,0,0,,20212022
Jeffrey Viel,SJS,0,0,0,0,0,0,4,,20212022
Evander Kane,EDM,0,0,1,1,0,1,0,0.0,20212022
Warren Foegele,EDM,0,0,0,0,1,0,0,100.0,20212022
Luke Glendening,DAL,0,0,0,0,0,1,0,0.0,20212022
Oliver Wahlstrom,NYI,0,0,0,0,0,0,1,,20212022
Filip Hronek,DET,0,0,0,1,0,0,0,,20212022
Jack Eichel,VGK,0,0,0,0,7,7,0,50.0,20212022
Shea Theodore,VGK,0,0,1,0,0,0,0,,20212022
Keegan Kolesar,VGK,0,1,0,0,0,0,0,,20212022
Mason Shaw,MIN,0,0,0,0,0,0,1,,20212022
Jared Spurgeon,MIN,0,0,0,0,0,0,1,,20212022
Alex Pietrangelo,VGK,0,1,1,0,0,0,0,,20212022
Jonathan Marchessault,VGK,0,0,1,0,0,0,0,,20212022
Reilly Smith,VGK,0,0,0,0,0,0,1,,20212022
Oliver Bjorkstrand,CBJ,0,1,0,3,0,0,1,,20212022
Andreas Athanasiou,LAK,0,0,1,0,3,0,0,100.0,20212022
Mark Giordano,SEA,0,1,0,1,0,0,0,,20212022
Scott Reedy,SJS,0,0,0,0,1,1,0,50.0,20212022
Sean Durzi,LAK,0,0,2,0,0,0,0,,20212022
Dylan Strome,CHI,0,0,1,0,16,5,0,76.19047619047619,20212022
Ryan Carpenter,CHI,0,0,0,0,1,0,0,100.0,20212022
Dylan Coghlan,VGK,0,0,0,1,0,0,0,,20212022
Ben Hutton,VGK,0,0,0,0,0,0,1,,20212022
Casey Fitzgerald,BUF,0,0,0,0,0,0,2,,20212022
Andre Burakovsky,COL,0,0,1,0,0,0,0,,20212022
William Nylander,TOR,1,0,2,0,0,0,0,,20212022
Michael Bunting,TOR,0,0,0,2,0,0,3,,20212022
Zach Parise,NYI,0,0,1,0,1,0,1,100.0,20212022
Ross Johnston,NYI,0,0,0,0,0,0,2,,20212022
Mike Matheson,PIT,0,0,0,2,0,0,0,,20212022
Kasperi Kapanen,PIT,0,1,0,0,1,0,0,100.0,20212022
Jonas Brodin,MIN,1,0,0,0,0,0,0,,20212022
Jon Merrill,MIN,0,0,0,0,0,0,1,,20212022
Nicholas Robertson,TOR,0,0,1,0,0,0,0,,20212022
David Kampf,TOR,0,0,0,0,1,1,0,50.0,20212022
Anthony Mantha,WSH,0,0,1,0,0,0,1,,20212022
Henri Jokiharju,BUF,1,0,3,2,0,0,0,,20212022
Adam Fox,NYR,0,1,3,0,0,0,0,,20212022
Artemi Panarin,NYR,1,0,2,0,0,0,0,,20212022
Ben Chiarot,MTL,0,0,0,0,0,0,1,,20212022
Michael Pezzetta,MTL,0,0,0,0,0,0,1,,20212022
Tanner Jeannot,NSH,0,0,1,0,0,0,1,,20212022
Andrej Sustr,ANA,0,0,0,0,0,0,1,,20212022
Mark Borowiecki,NSH,0,0,0,0,0,0,1,,20212022
Brandon Carlo,BOS,0,0,0,0,0,0,1,,20212022
Vladislav Namestnikov,DAL,0,0,1,0,0,0,1,,20212022
Garnet Hathaway,WSH,0,0,0,0,0,0,1,,20212022
Matt Martin,NYI,0,0,0,0,0,0,2,,20212022
Nick Leddy,STL,1,0,0,0,0,0,0,,20212022
Brayden Schenn,STL,0,0,1,1,0,0,0,,20212022
Alexey Toropchenko,STL,0,0,0,0,0,0,1,,20212022
Jordan Kyrou,STL,0,0,0,0,0,1,1,0.0,20212022
Marcus Johansson,WSH,0,0,0,1,0,1,0,0.0,20212022
Max Domi,CAR,0,0,1,0,5,2,2,71.42857142857143,20212022
Mason Geertsen,NJD,0,0,0,0,0,0,1,,20212022
Jesper Boqvist,NJD,0,0,0,0,0,3,0,0.0,20212022
Corey Schueneman,MTL,0,1,0,0,0,0,0,,20212022
Dominik Simon,ANA,0,0,0,0,0,0,2,,20212022
Michael Carcone,ARI,0,0,0,0,0,0,1,,20212022
Nick Ritchie,ARI,0,0,0,1,0,0,0,,20212022
Gerry Mayhew,ANA,1,0,0,0,0,1,0,0.0,20212022
Joshua Mahura,ANA,0,0,0,0,0,0,2,,20212022
Hampus Lindholm,BOS,0,0,1,0,0,0,1,,20212022
Andrew Peeke,CBJ,0,0,0,0,0,0,1,,20212022
Oskar Sundqvist,DET,0,0,0,0,0,1,0,0.0,20212022
Mattias Samuelsson,BUF,0,0,1,0,0,0,0,,20212022
Claude Giroux,FLA,0,0,0,0,3,2,0,60.0,20212022
Sergei Bobrovsky,FLA,0,0,1,0,0,0,0,,20212022
Nate Thompson,PHI,0,0,0,0,0,2,0,0.0,20212022
Travis Sanheim,PHI,2,0,0,0,0,0,0,,20212022
Mikhail Sergachev,TBL,0,0,1,0,0,0,0,,20212022
Marc McLaughlin,BOS,0,0,1,0,0,0,0,,20212022
Ilya Mikheyev,TOR,0,1,1,2,0,0,0,,20212022
Kaapo Kakko,NYR,0,0,1,0,0,0,0,,20212022
Andrew Copp,NYR,0,0,0,0,2,2,0,50.0,20212022
Ryan Reaves,NYR,0,0,0,0,0,1,0,0.0,20212022
Brady Skjei,CAR,0,1,0,0,0,0,0,,20212022
Colin White,OTT,0,0,0,0,2,0,0,100.0,20212022
Michael Del Zotto,OTT,0,0,1,0,0,0,0,,20212022
Torey Krug,STL,1,0,0,0,0,0,0,,20212022
Jake Guentzel,PIT,0,0,1,0,0,0,0,,20212022
Bobby Brink,PHI,0,0,0,1,0,0,0,,20212022
Oskar Lindblom,PHI,0,0,0,1,0,0,0,,20212022
Nate Smith,ARI,0,0,0,0,0,1,0,0.0,20212022
J.J. Moser,ARI,0,0,1,0,0,0,0,,20212022
Matt Roy,LAK,0,0,0,0,0,0,1,,20212022
Blake Wheeler,WPG,0,0,1,0,0,0,0,,20212022
K'Andre Miller,NYR,0,0,0,1,0,0,0,,20212022
Dryden Hunt,NYR,0,0,0,1,0,0,0,,20212022
Kevin Rooney,NYR,0,0,0,1,0,0,0,,20212022
Nikita Okhotiuk,NJD,0,0,0,0,0,0,1,,20212022
Frank Vatrano,NYR,0,0,1,0,0,0,0,,20212022
Nick Abruzzese,TOR,0,0,1,0,0,0,0,,20212022
Alexander Kerfoot,TOR,0,0,0,0,1,0,0,100.0,20212022
Danton Heinen,PIT,0,0,1,0,0,0,0,,20212022
Ryan Suter,DAL,0,1,0,0,0,0,0,,20212022
